ddd,Step,Value
,36250,0.588800013
,36300,0.58829999
,36350,0.589299977
,36400,0.589699984
,36450,0.592000008
,36500,0.590900004
,36550,0.588699996
,36600,0.58889997
,36650,0.588099957
,36700,0.588499963
,36750,0.5898
,36800,0.59009999
,36850,0.586699963
,36900,0.585900009
,36950,0.588499963
,37000,0.588
,37050,0.589399993
,37100,0.586699963
,37150,0.590299964
,37200,0.589599967
,37250,0.589999974
,37300,0.590299964
,37350,0.5898
,37400,0.59009999
,37450,0.589399993
,37500,0.589999974
,37550,0.590499997
,37600,0.591699958
,37650,0.58919996
,37700,0.589599967
,37750,0.5898
,37800,0.588400006
,37850,0.5898
,37900,0.58829999
,37950,0.589399993
,38000,0.590799987
,38050,0.588400006
,38100,0.59009999
,38150,0.590200007
,38200,0.592099965
,38250,0.590299964
,38300,0.589399993
,38350,0.589299977
,38400,0.584500015
,38450,0.5898
,38500,0.591600001
,38550,0.590399981
,38600,0.591099977
,38650,0.589599967
,38700,0.588
,38750,0.590399981
,38800,0.58889997
,38850,0.59009999
,38900,0.589999974
,38950,0.588999987
,39000,0.588
,39050,0.588999987
,39100,0.587499976
,39150,0.587199986
,39200,0.588699996
,39250,0.589699984
,39300,0.587599993
,39350,0.586299956
,39400,0.584999979
,39450,0.590200007
,39500,0.5898
,39550,0.58919996
,39600,0.591600001
,39650,0.588699996
,39700,0.589599967
,39750,0.588
,39800,0.586799979
,39850,0.589299977
,39900,0.588999987
,39950,0.589100003
,40000,0.590699971
,40050,0.589999974
,40100,0.590299964
,40150,0.591600001
,40200,0.587000012
,40250,0.590699971
,40300,0.589100003
,40350,0.5898
,40400,0.589399993
,40450,0.587799966
,40500,0.59009999
,40550,0.589599967
,40600,0.589599967
,40650,0.58950001
,40700,0.591199994
,40750,0.589699984
,40800,0.589599967
,40850,0.590200007
,40900,0.587000012
,40950,0.589699984
,41000,0.591199994
,41050,0.5898
,41100,0.58829999
,41150,0.588199973
,41200,0.591600001
,41250,0.590499997
,41300,0.590299964
,41350,0.58859998
,41400,0.589399993
,41450,0.584299982
,41500,0.588699996
,41550,0.590900004
,41600,0.591600001
,41650,0.58889997
,41700,0.58859998
,41750,0.589100003
,41800,0.586299956
,41850,0.588499963
,41900,0.591399968
,41950,0.591099977
,42000,0.590200007
,42050,0.58829999
,42100,0.590600014
,42150,0.590600014
,42200,0.590799987
,42250,0.588699996
,42300,0.58889997
,42350,0.590900004
,42400,0.589999974
,42450,0.590600014
,42500,0.58829999
,42550,0.591699958
,42600,0.58859998
,42650,0.5898
,42700,0.58829999
,42750,0.586600006
,42800,0.589699984
,42850,0.5898
,42900,0.590900004
,42950,0.589899957
,43000,0.591600001
,43050,0.591199994
,43100,0.590600014
,43150,0.590999961
,43200,0.59009999
,43250,0.590399981
,43300,0.586199999
,43350,0.591600001
,43400,0.590499997
,43450,0.587499976
,43500,0.587499976
,43550,0.588400006
,43600,0.587700009
,43650,0.589599967
,43700,0.589999974
,43750,0.588499963
,43800,0.589399993
,43850,0.589999974
,43900,0.58829999
,43950,0.589100003
,44000,0.588499963
,44050,0.592499971
,44100,0.588199973
,44150,0.589299977
,44200,0.58889997
,44250,0.589899957
,44300,0.589999974
,44350,0.58829999
,44400,0.590299964
,44450,0.590299964
,44500,0.587700009
,44550,0.588800013
,44600,0.590499997
,44650,0.589100003
,44700,0.589399993
,44750,0.588400006
,44800,0.590499997
,44850,0.590699971
,44900,0.588999987
,44950,0.587700009
,45000,0.58859998
,45050,0.589999974
,45100,0.590600014
,45150,0.589999974
,45200,0.586899996
,45250,0.5898
,45300,0.587000012
,45350,0.591300011
,45400,0.590799987
,45450,0.58889997
,45500,0.588400006
,45550,0.590499997
,45600,0.590499997
,45650,0.58919996
,45700,0.58950001
,45750,0.590200007
,45800,0.590299964
,45850,0.589100003
,45900,0.587799966
,45950,0.588199973
,46000,0.589999974
,46050,0.590699971
,46100,0.5898
,46150,0.590699971
,46200,0.590399981
,46250,0.588999987
,46300,0.591300011
,46350,0.590399981
,46400,0.589899957
,46450,0.58859998
,46500,0.589100003
,46550,0.589699984
,46600,0.587300003
,46650,0.590200007
,46700,0.589999974
,46750,0.58829999
,46800,0.587899983
,46850,0.58829999
,46900,0.586399972
,46950,0.588800013
,47000,0.589699984
,47050,0.588999987
,47100,0.586399972
,47150,0.58919996
,47200,0.587899983
,47250,0.58950001
,47300,0.586600006
,47350,0.588400006
,47400,0.58859998
,47450,0.588400006
,47500,0.589899957
,47550,0.590299964
,47600,0.589100003
,47650,0.588400006
,47700,0.58950001
,47750,0.588099957
,47800,0.586600006
,47850,0.589599967
,47900,0.586499989
,47950,0.589899957
,48000,0.585099995
,48050,0.588499963
,48100,0.587199986
,48150,0.587700009
,48200,0.587499976
,48250,0.588699996
,48300,0.58829999
,48350,0.587099969
,48400,0.588400006
,48450,0.589399993
,48500,0.58950001
,48550,0.58829999
,48600,0.589100003
,48650,0.589599967
,48700,0.587300003
,48750,0.588099957
,48800,0.58829999
,48850,0.586399972
,48900,0.588800013
,48950,0.59009999
,49000,0.587000012
,49050,0.58950001
,49100,0.586600006
,49150,0.589999974
,49200,0.588699996
,49250,0.585900009
,49300,0.588499963
,49350,0.587599993
,49400,0.588400006
,49450,0.587799966
,49500,0.587799966
,49550,0.58829999
,49600,0.58739996
,49650,0.58889997
,49700,0.586499989
,49750,0.587799966
,49800,0.588
,49850,0.587899983
,49900,0.585999966
,49950,0.588400006
,50000,0.586499989
,50050,0.588400006
,50100,0.588999987
,50150,0.586799979
,50200,0.587599993
,50250,0.585399985
,50300,0.587700009
,50350,0.585399985
,50400,0.588699996
,50450,0.587499976
,50500,0.588800013
,50550,0.588499963
,50600,0.587300003
,50650,0.586299956
,50700,0.587000012
,50750,0.58829999
,50800,0.586799979
,50850,0.588400006
,50900,0.585999966
,50950,0.586099982
,51000,0.58829999
,51050,0.587000012
,51100,0.586199999
,51150,0.587199986
,51200,0.586600006
,51250,0.586199999
,51300,0.587000012
,51350,0.588
,51400,0.587799966
,51450,0.585500002
,51500,0.58739996
,51550,0.585299969
,51600,0.585900009
,51650,0.586899996
,51700,0.585900009
,51750,0.583499968
,51800,0.585900009
,51850,0.584800005
,51900,0.585399985
,51950,0.586799979
,52000,0.587099969
,52050,0.585099995
,52100,0.586299956
,52150,0.584899962
,52200,0.586699963
,52250,0.584500015
,52300,0.586799979
,52350,0.585500002
,52400,0.583899975
,52450,0.586199999
,52500,0.585299969
,52550,0.587099969
,52600,0.585599959
,52650,0.585500002
,52700,0.585699975
,52750,0.585999966
,52800,0.584999979
,52850,0.587199986
,52900,0.586600006
,52950,0.584599972
,53000,0.587199986
,53050,0.586600006
,53100,0.585099995
,53150,0.585399985
,53200,0.587499976
,53250,0.585099995
,53300,0.586600006
,53350,0.585299969
,53400,0.585299969
,53450,0.585599959
,53500,0.584500015
,53550,0.586600006
,53600,0.585099995
,53650,0.585500002
,53700,0.587899983
,53750,0.585399985
,53800,0.586699963
,53850,0.585500002
,53900,0.587499976
,53950,0.583000004
,54000,0.586799979
,54050,0.586699963
,54100,0.584999979
,54150,0.585500002
,54200,0.585200012
,54250,0.585699975
,54300,0.583899975
,54350,0.587499976
,54400,0.584899962
,54450,0.585900009
,54500,0.583499968
,54550,0.586099982
,54600,0.586099982
,54650,0.584899962
,54700,0.585900009
,54750,0.585099995
,54800,0.585200012
,54850,0.583499968
,54900,0.585099995
,54950,0.584599972
,55000,0.584399998
,55050,0.585299969
,55100,0.586299956
,55150,0.584500015
,55200,0.585200012
,55250,0.585599959
,55300,0.585599959
,55350,0.585200012
,55400,0.582799971
,55450,0.583899975
,55500,0.583499968
,55550,0.583000004
,55600,0.585099995
,55650,0.583499968
,55700,0.584899962
,55750,0.584800005
,55800,0.583400011
,55850,0.584500015
,55900,0.583499968
,55950,0.585799992
,56000,0.584899962
,56050,0.584599972
,56100,0.583499968
,56150,0.584699988
,56200,0.583400011
,56250,0.584899962
,56300,0.583299994
,56350,0.582799971
,56400,0.583099961
,56450,0.583499968
,56500,0.585599959
,56550,0.583799958
,56600,0.583799958
,56650,0.583499968
,56700,0.582199991
,56750,0.581999958
,56800,0.583400011
,56850,0.582099974
,56900,0.583499968
,56950,0.582599998
,57000,0.583700001
,57050,0.583299994
,57100,0.582099974
,57150,0.582199991
,57200,0.583299994
,57250,0.580900013
,57300,0.583199978
,57350,0.583899975
,57400,0.584299982
,57450,0.582700014
,57500,0.585099995
,57550,0.584100008
,57600,0.581799984
,57650,0.581999958
,57700,0.581200004
,57750,0.582899988
,57800,0.57949996
,57850,0.583999991
,57900,0.582499981
,57950,0.581799984
,58000,0.581499994
,58050,0.582300007
,58100,0.582599998
,58150,0.581999958
,58200,0.58160001
,58250,0.582199991
,58300,0.583700001
,58350,0.581799984
,58400,0.582799971
,58450,0.581799984
,58500,0.582199991
,58550,0.583099961
,58600,0.582499981
,58650,0.583099961
,58700,0.583099961
,58750,0.581699967
,58800,0.582099974
,58850,0.579999983
,58900,0.581399977
,58950,0.581299961
,59000,0.579899967
,59050,0.581999958
,59100,0.581799984
,59150,0.58099997
,59200,0.582599998
,59250,0.582799971
,59300,0.580500007
,59350,0.583599985
,59400,0.58160001
,59450,0.581200004
,59500,0.581999958
,59550,0.583299994
,59600,0.581900001
,59650,0.583499968
,59700,0.58160001
,59750,0.580599964
,59800,0.58069998
,59850,0.580199957
,59900,0.580599964
,59950,0.58160001
,60000,0.580799997
,60050,0.58160001
,60100,0.582099974
,60150,0.581799984
,60200,0.580500007
,60250,0.579999983
,60300,0.579999983
,60350,0.58039999
,60400,0.581399977
,60450,0.5801
,60500,0.58039999
,60550,0.580299973
,60600,0.582599998
,60650,0.580299973
,60700,0.57949996
,60750,0.57980001
,60800,0.581799984
,60850,0.57980001
,60900,0.579100013
,60950,0.582499981
,61000,0.580599964
,61050,0.582300007
,61100,0.581399977
,61150,0.58039999
,61200,0.578599989
,61250,0.581200004
,61300,0.580599964
,61350,0.57980001
,61400,0.579999983
,61450,0.57980001
,61500,0.579999983
,61550,0.579999983
,61600,0.579699993
,61650,0.57889998
,61700,0.58039999
,61750,0.58069998
,61800,0.579999983
,61850,0.5801
,61900,0.581200004
,61950,0.5801
,62000,0.579699993
,62050,0.580199957
,62100,0.579400003
,62150,0.579999983
,62200,0.58069998
,62250,0.57980001
,62300,0.580599964
,62350,0.58039999
,62400,0.580599964
,62450,0.576699972
,62500,0.579699993
,62550,0.579699993
,62600,0.57889998
,62650,0.58039999
,62700,0.579599977
,62750,0.578700006
,62800,0.576799989
,62850,0.578999996
,62900,0.577799976
,62950,0.576600015
,63000,0.578000009
,63050,0.57889998
,63100,0.578099966
,63150,0.580199957
,63200,0.57889998
,63250,0.580199957
,63300,0.579299986
,63350,0.578700006
,63400,0.579299986
,63450,0.578999996
,63500,0.580299973
,63550,0.579400003
,63600,0.577699959
,63650,0.578399956
,63700,0.580500007
,63750,0.580599964
,63800,0.57949996
,63850,0.57980001
,63900,0.577899992
,63950,0.579100013
,64000,0.577699959
,64050,0.57980001
,64100,0.576799989
,64150,0.57889998
,64200,0.579100013
,64250,0.578700006
,64300,0.578399956
,64350,0.578399956
,64400,0.579299986
,64450,0.578199983
,64500,0.578700006
,64550,0.577799976
,64600,0.578000009
,64650,0.576600015
,64700,0.580199957
,64750,0.577699959
,64800,0.58069998
,64850,0.579599977
,64900,0.577199996
,64950,0.576399982
,65000,0.577199996
,65050,0.577899992
,65100,0.578000009
,65150,0.578499973
,65200,0.577300012
,65250,0.579899967
,65300,0.578199983
,65350,0.577600002
,65400,0.578399956
,65450,0.576600015
,65500,0.575899959
,65550,0.577799976
,65600,0.579400003
,65650,0.577699959
,65700,0.577799976
,65750,0.576799989
,65800,0.576900005
,65850,0.577399969
,65900,0.575500011
,65950,0.577099979
,66000,0.578000009
,66050,0.576499999
,66100,0.577499986
,66150,0.575699985
,66200,0.577300012
,66250,0.577699959
,66300,0.577899992
,66350,0.576799989
,66400,0.577399969
,66450,0.578000009
,66500,0.576699972
,66550,0.577600002
,66600,0.578399956
,66650,0.577899992
,66700,0.577399969
,66750,0.577899992
,66800,0.578299999
,66850,0.576099992
,66900,0.575699985
,66950,0.576499999
,67000,0.577899992
,67050,0.577799976
,67100,0.577699959
,67150,0.576600015
,67200,0.576900005
,67250,0.577099979
,67300,0.578499973
,67350,0.577399969
,67400,0.576999962
,67450,0.577499986
,67500,0.577499986
,67550,0.576200008
,67600,0.577799976
,67650,0.576399982
,67700,0.576900005
,67750,0.576299965
,67800,0.576999962
,67850,0.576299965
,67900,0.576900005
,67950,0.577300012
,68000,0.575999975
,68050,0.576499999
,68100,0.576900005
,68150,0.575399995
,68200,0.577199996
,68250,0.574800014
,68300,0.578099966
,68350,0.577399969
,68400,0.574699998
,68450,0.576099992
,68500,0.575899959
,68550,0.575100005
,68600,0.576499999
,68650,0.575599968
,68700,0.577600002
,68750,0.576900005
,68800,0.577300012
,68850,0.574699998
,68900,0.576699972
,68950,0.576600015
,69000,0.575199962
,69050,0.576900005
,69100,0.576799989
,69150,0.576900005
,69200,0.575100005
,69250,0.575299978
,69300,0.575399995
,69350,0.575999975
,69400,0.575800002
,69450,0.576699972
,69500,0.576200008
,69550,0.577300012
,69600,0.575999975
,69650,0.576200008
,69700,0.574099958
,69750,0.576999962
,69800,0.577199996
,69850,0.576200008
,69900,0.576600015
,69950,0.577199996
,70000,0.576699972
,70050,0.575199962
,70100,0.575599968
,70150,0.576200008
,70200,0.576600015
,70250,0.576099992
,70300,0.576399982
,70350,0.574800014
,70400,0.575399995
,70450,0.576600015
,70500,0.574699998
,70550,0.575500011
,70600,0.575299978
,70650,0.575100005
,70700,0.573899984
,70750,0.576499999
,70800,0.576399982
,70850,0.575399995
,70900,0.574999988
,70950,0.576499999
,71000,0.575399995
,71050,0.576999962
,71100,0.576399982
,71150,0.573899984
,71200,0.575199962
,71250,0.575100005
,71300,0.575100005
,71350,0.573899984
,71400,0.575500011
,71450,0.576399982
,71500,0.575899959
,71550,0.574800014
,71600,0.575100005
,71650,0.574499965
,71700,0.573399961
,71750,0.575100005
,71800,0.574199975
,71850,0.575999975
,71900,0.574800014
,71950,0.574999988
,72000,0.574999988
