walltime,step,value
,0,0.099999994
,50,0.100400001
,100,0.163000003
,150,0.179899991
,200,0.215599999
,250,0.241299987
,300,0.194699988
,350,0.207699999
,400,0.240799993
,450,0.246299997
,500,0.21769999
,550,0.252000004
,600,0.253100008
,650,0.266200006
,700,0.310900003
,750,0.222800002
,800,0.307699978
,850,0.30219999
,900,0.296999991
,950,0.201799989
,950,0.188799992
,1000,0.315400004
,1050,0.324099988
,1100,0.263300002
,1150,0.343999982
,1200,0.315400004
,1250,0.26879999
,1300,0.357799977
,1350,0.283600003
,1400,0.286199987
,1450,0.375699997
,1500,0.326599985
,1550,0.272599995
,1600,0.368399978
,1650,0.371800005
,1700,0.246699989
,1750,0.362399995
,1800,0.373899996
,1850,0.270300001
,1900,0.361099988
,1950,0.367799997
,2000,0.255699992
,2050,0.357199997
,2100,0.402799994
,2150,0.304499984
,2200,0.398000002
,2250,0.318499982
,2300,0.410699993
,2350,0.431299984
,2400,0.340299994
,2450,0.375699997
,2500,0.40959999
,2550,0.368499994
,2600,0.406099975
,2650,0.340199977
,2700,0.387799978
,2750,0.426799983
,2800,0.432300001
,2850,0.332800001
,2900,0.386399984
,2950,0.416500002
,3000,0.410699993
,3050,0.430500001
,3100,0.463099986
,3150,0.309899986
,3200,0.40959999
,3250,0.463799983
,3300,0.333499998
,3350,0.398999989
,3400,0.457099974
,3450,0.457199991
,3500,0.458299994
,3550,0.475499988
,3600,0.37529999
,3650,0.415199995
,3700,0.460999995
,3750,0.359099984
,3800,0.460299999
,3850,0.433200002
,3900,0.396299988
,3950,0.463200003
,4000,0.482499987
,4050,0.401600003
,4100,0.465799987
,4150,0.4815
,4200,0.348099977
,4250,0.436999977
,4300,0.451799989
,4350,0.395899981
,4400,0.434299976
,4450,0.4912
,4500,0.382699996
,4550,0.45569998
,4600,0.493199974
,4650,0.377700001
,4700,0.442399979
,4750,0.465499997
,4800,0.483899981
,4850,0.412299991
,4900,0.477399975
,4950,0.370599985
,5000,0.398199975
,5050,0.474999994
,5100,0.418499976
,5150,0.476199985
,5200,0.462499976
,5250,0.440799981
,5300,0.482899994
,5350,0.505899966
,5400,0.358699977
,5450,0.441399992
,5500,0.485100001
,5550,0.387999982
,5600,0.474399984
,5650,0.469599992
,5700,0.434399992
,5750,0.402999997
,5800,0.473199993
,5850,0.431099981
,5900,0.457199991
,5950,0.495099992
,6000,0.428599983
,6050,0.451899976
,6100,0.481699973
,6150,0.446799994
,6200,0.443999976
,6250,0.501599967
,6300,0.431299984
,6350,0.434199989
,6400,0.502900004
,6450,0.386099994
,6500,0.467399985
,6550,0.517199993
,6600,0.410999984
,6650,0.427299976
,6700,0.495199978
,6750,0.389899999
,6800,0.518299997
,6850,0.508599997
,6900,0.460899979
,6950,0.455300003
,7000,0.494399995
,7050,0.373199999
,7100,0.466299981
,7150,0.510299981
,7200,0.413199991
,7250,0.458399981
,7300,0.520799994
,7350,0.449000001
,7400,0.43719998
,7450,0.519499958
,7500,0.400700003
,7550,0.469999999
,7600,0.522399962
,7650,0.438600004
,7700,0.426200002
,7750,0.530999959
,7800,0.48299998
,7850,0.419099987
,7900,0.520200014
,7950,0.432199985
,8000,0.512499988
,8050,0.526300013
,8100,0.437299997
,8150,0.488899976
,8200,0.515999973
,8250,0.449699998
,8300,0.487899989
,8350,0.493499994
,8400,0.439499974
,8450,0.480499983
,8500,0.527700007
,8550,0.402199984
,8600,0.473999977
,8650,0.5255
,8700,0.435099989
,8750,0.471599996
,8800,0.540499985
,8850,0.426699996
,8900,0.449699998
,8950,0.534699976
,9000,0.470099986
,9050,0.408199996
,9100,0.520299971
,9150,0.425199986
,9200,0.493299991
,9250,0.526300013
,9300,0.481999993
,9350,0.496799976
,9400,0.525900006
,9450,0.433899999
,9500,0.46419999
,9550,0.526199996
,9600,0.448199987
,9650,0.488599986
,9700,0.537
,9750,0.469999999
,9800,0.497799993
,9850,0.549199998
,9900,0.452699989
,9950,0.512099981
,10000,0.544799984
,10050,0.437899977
,10100,0.494099975
,10150,0.53429997
,10200,0.459799975
,10250,0.458700001
,10300,0.548299968
,10350,0.416999996
,10400,0.50879997
,10450,0.547800004
,10500,0.447699994
,10550,0.533699989
,10600,0.541599989
,10650,0.414799988
,10700,0.518599987
,10750,0.538899958
,10800,0.410699993
,10850,0.515999973
,10900,0.551699996
,10950,0.423899978
,11000,0.523199975
,11050,0.548299968
,11100,0.490099996
,11150,0.488799989
,11200,0.559199989
,11250,0.467399985
,11300,0.479999989
,11350,0.537400007
,11400,0.494199991
,11450,0.480999976
,11500,0.549300015
,11550,0.438299984
,11600,0.498899996
,11650,0.553200006
,11700,0.401600003
,11750,0.49179998
,11800,0.558099985
,11850,0.457899988
,11900,0.522799969
,11950,0.540799975
,12000,0.459999979
,12050,0.528499961
,12100,0.559000015
,12150,0.396699995
,12200,0.524599969
,12250,0.561999977
,12300,0.441199988
,12350,0.512399971
,12400,0.55250001
,12450,0.452399999
,12500,0.487800002
,12550,0.564499974
,12600,0.460099995
,12650,0.483699977
,12700,0.571699977
,12750,0.451899976
,12800,0.48209998
,12850,0.571500003
,12900,0.485599995
,12950,0.475299984
,13000,0.567200005
,13050,0.504299998
,13100,0.49849999
,13150,0.560299993
,13200,0.518700004
,13250,0.534200013
,13300,0.565199971
,13350,0.395699978
,13400,0.494299978
,13450,0.559700012
,13500,0.464399993
,13550,0.506900012
,13600,0.532199979
,13650,0.455899984
,13700,0.540399969
,13750,0.570899963
,13800,0.465599984
,13850,0.532700002
,13900,0.566500008
,13950,0.485299975
,14000,0.539900005
,14050,0.549699962
,14100,0.497999996
,14150,0.470599979
,14200,0.546099961
,14250,0.505100012
,14300,0.521399975
,14350,0.552899957
,14400,0.437099993
,14450,0.514800012
,14500,0.582700014
,14550,0.444399983
,14600,0.522899985
,14650,0.570199966
,14700,0.494499981
,14750,0.514199972
,14800,0.563899994
,14850,0.557200015
,14900,0.53670001
,14950,0.573899984
,15000,0.462899983
,15050,0.559799969
,15100,0.576399982
,15150,0.522799969
,15200,0.56279999
,15250,0.565299988
,15300,0.476399988
,15350,0.56129998
,15400,0.564799964
,15450,0.42809999
,15500,0.515900016
,15550,0.571799994
,15600,0.492799997
,15650,0.543099999
,15700,0.586699963
,15750,0.454299986
,15800,0.539499998
,15850,0.579599977
,15900,0.504099965
,15950,0.522000015
,16000,0.583000004
,16050,0.488299996
,16100,0.51910001
,16150,0.572799981
,16200,0.493299991
,16250,0.54549998
,16300,0.584199965
,16350,0.461099982
,16400,0.539600015
,16450,0.58099997
,16500,0.4551
,16550,0.523000002
,16600,0.565800011
,16650,0.487299979
,16700,0.526199996
,16750,0.582300007
,16800,0.489299983
,16850,0.538100004
,16900,0.557299972
,16950,0.489199996
,17000,0.56159997
,17050,0.552699983
,17100,0.494399995
,17150,0.552599967
,17200,0.575699985
,17250,0.560899973
,17300,0.525600016
,17350,0.569099963
,17400,0.460699975
,17450,0.537400007
,17500,0.564999998
,17550,0.487399995
,17600,0.54519999
,17650,0.584399998
,17700,0.544799984
,17750,0.558099985
,17800,0.578799963
,17850,0.4833
,17900,0.562099993
,17950,0.583700001
,18000,0.478299975
,18050,0.540899992
,18100,0.578499973
,18150,0.520099998
,18200,0.562699974
,18250,0.582399964
,18300,0.509199977
,18350,0.514800012
,18400,0.560899973
,18450,0.5079
,18500,0.513700008
,18550,0.549499989
,18600,0.480699986
,18650,0.537599981
,18700,0.573499978
,18750,0.52639997
,18800,0.527499974
,18850,0.572299957
,18900,0.509800017
,18950,0.532999992
,19000,0.575399995
,19050,0.513300002
,19100,0.559399962
,19150,0.585999966
,19200,0.517499983
,19250,0.51789999
,19300,0.578199983
,19350,0.541700006
,19400,0.513700008
,19450,0.56309998
,19500,0.518700004
,19550,0.5449
,19600,0.583199978
,19650,0.528299987
,19700,0.562900007
,19750,0.592700005
,19800,0.532199979
,19850,0.552299976
,19900,0.593199968
,19950,0.509800017
,20000,0.577699959
,20050,0.585900009
,20100,0.478599995
,20150,0.54429996
,20200,0.55369997
,20250,0.501100004
,20300,0.570899963
,20350,0.56309998
,20400,0.528299987
,20450,0.566799998
,20500,0.583400011
,20550,0.503699958
,20600,0.546599984
,20650,0.565400004
,20700,0.528999984
,20750,0.554899991
,20800,0.566900015
,20850,0.511900008
,20900,0.566100001
,20950,0.574099958
,21000,0.517199993
,21050,0.560199976
,21100,0.580599964
,21150,0.463399976
,21200,0.565800011
,21250,0.588699996
,21300,0.511200011
,21350,0.583299994
,21400,0.599399984
,21450,0.493999988
,21500,0.546700001
,21550,0.578799963
,21600,0.466399997
,21650,0.516499996
,21700,0.586799979
,21750,0.51669997
,21800,0.55219996
,21850,0.58829999
,21900,0.542199969
,21950,0.560899973
,22000,0.593899965
,22050,0.482199997
,22100,0.524199963
,22150,0.588400006
,22200,0.503099978
,22250,0.558399975
,22300,0.582899988
,22350,0.505299985
,22400,0.56099999
,22450,0.584899962
,22500,0.522000015
,22550,0.573899984
,22600,0.576399982
,22650,0.470999986
,22700,0.554799974
,22750,0.573700011
,22800,0.498199999
,22850,0.546199977
,22900,0.583000004
,22950,0.530999959
,23000,0.55430001
,23050,0.584599972
,23100,0.497299999
,23150,0.573099971
,23200,0.572899997
,23250,0.502799988
,23300,0.572699964
,23350,0.581699967
,23400,0.514699996
,23450,0.533299983
,23500,0.587899983
,23550,0.494999975
,23600,0.577899992
,23650,0.597000003
,23700,0.514299989
,23750,0.581900001
,23800,0.5977
,23850,0.487299979
,23900,0.565299988
,23950,0.596199989
,24000,0.498699993
,24050,0.524299979
,24100,0.601399958
,24150,0.477699995
,24200,0.516099989
,24250,0.594299972
,24300,0.486999989
,24350,0.54399997
,24400,0.567900002
,24450,0.529399991
,24500,0.560199976
,24550,0.586699963
,24600,0.543599963
,24650,0.570199966
,24700,0.597000003
,24750,0.540300012
,24800,0.580900013
,24850,0.595699966
,24900,0.558399975
,24950,0.578299999
,25000,0.596499979
,25050,0.518999994
,25100,0.549300015
,25150,0.600899994
,25200,0.503799975
,25250,0.524299979
,25300,0.597899973
,25350,0.467299998
,25400,0.535699964
,25450,0.594599962
,25500,0.498299986
,25550,0.55219996
,25600,0.571200013
,25650,0.511200011
,25700,0.569599986
,25750,0.58160001
,25800,0.57099998
,25850,0.573399961
,25900,0.581900001
,25950,0.552999973
,26000,0.555799961
,26050,0.581900001
,26100,0.537199974
,26150,0.581299961
,26200,0.601599991
,26250,0.536499977
,26300,0.563499987
,26350,0.604399979
,26400,0.545099974
,26450,0.564499974
,26500,0.603799999
,26550,0.528899968
,26600,0.556499958
,26650,0.606000006
,26700,0.509599984
,26750,0.541299999
,26800,0.59709996
,26850,0.515999973
,26900,0.558600008
,26950,0.585200012
,27000,0.501399994
,27050,0.564899981
,27100,0.566199958
,27150,0.542400002
,27200,0.560799956
,27250,0.595399976
,27300,0.55369997
,27350,0.573899984
,27400,0.603799999
,27450,0.547299981
,27500,0.585500002
,27550,0.59859997
,27600,0.536899984
,27650,0.555799961
,27700,0.598199964
,27750,0.521099985
,27800,0.55399996
,27850,0.596599996
,27900,0.505599976
,27950,0.563600004
,28000,0.582099974
,28050,0.520900011
,28100,0.569899976
,28150,0.570299983
,28200,0.557500005
,28250,0.576900005
,28300,0.577499986
,28350,0.54369998
,28400,0.580900013
,28450,0.579599977
,28500,0.559700012
,28550,0.589100003
,28600,0.587700009
,28650,0.559899986
,28700,0.586899996
,28750,0.595600009
,28800,0.540699959
,28850,0.557099998
,28900,0.592199981
,28950,0.495799989
,29000,0.569999993
,29050,0.571799994
,29100,0.525900006
,29150,0.566100001
,29200,0.564300001
,29250,0.556699991
,29300,0.587599993
,29350,0.592099965
,29400,0.557699978
,29450,0.593100011
,29500,0.599399984
,29550,0.519400001
,29600,0.57159996
,29650,0.597000003
,29700,0.536499977
,29750,0.55309999
,29800,0.563300014
,29850,0.57129997
,29900,0.592599988
,29950,0.595299959
,30000,0.51849997
,30050,0.568199992
,30100,0.576900005
,30150,0.57069999
,30200,0.585599959
,30250,0.592099965
,30300,0.565699995
,30350,0.579299986
,30400,0.584800005
,30450,0.530399978
,30500,0.582799971
,30550,0.576399982
,30600,0.575399995
,30650,0.584299982
,30700,0.579599977
,30750,0.550599992
,30800,0.576699972
,30850,0.580900013
,30900,0.55189997
,30950,0.578799963
,31000,0.575399995
,31050,0.571999967
,31100,0.585299969
,31150,0.588699996
,31200,0.551999986
,31250,0.551499963
,31300,0.56979996
,31350,0.551599979
,31400,0.574199975
,31450,0.581099987
,31500,0.558499992
,31550,0.589999974
,31600,0.58889997
,31650,0.579999983
,31700,0.588099957
,31750,0.594599962
,31800,0.544699967
,31850,0.552599967
,31900,0.578799963
,31950,0.567699969
,32000,0.574699998
,32050,0.585500002
,32100,0.555099964
,32150,0.566799998
,32200,0.57949996
,32250,0.567799985
,32300,0.565999985
,32350,0.58889997
,32400,0.553499997
,32450,0.566399992
,32500,0.569599986
,32550,0.566199958
,32600,0.587899983
,32650,0.591799974
,32700,0.570899963
,32750,0.582300007
,32800,0.587300003
,32850,0.555199981
,32900,0.58160001
,32950,0.593199968
,33000,0.555999994
,33050,0.580599964
,33100,0.589999974
,33150,0.580799997
,33200,0.594500005
,33250,0.593999982
,33300,0.550999999
,33350,0.579599977
,33400,0.592999995
,33450,0.56220001
,33500,0.568599999
,33550,0.585299969
,33600,0.541400015
,33650,0.570100009
,33700,0.569000006
,33750,0.575800002
,33800,0.594299972
,33850,0.585099995
,33900,0.574999988
,33950,0.588400006
,34000,0.598800004
,34050,0.533800006
,34100,0.573000014
,34150,0.578999996
,34200,0.551599979
,34250,0.587799966
,34300,0.582700014
,34350,0.572399974
,34400,0.587799966
,34450,0.586600006
,34500,0.573399961
,34550,0.588400006
,34600,0.586299956
,34650,0.557099998
,34700,0.571699977
,34750,0.593199968
,34800,0.555499971
,34850,0.577899992
,34900,0.590799987
,34950,0.54519999
,35000,0.589699984
,35050,0.594099998
,35100,0.582599998
,35150,0.575899959
,35200,0.595899999
,35250,0.537699997
,35300,0.583299994
,35350,0.593999982
,35400,0.546799958
,35450,0.581299961
,35500,0.593100011
,35550,0.5546
,35600,0.580599964
,35650,0.581200004
,35700,0.565699995
,35750,0.593599975
,35800,0.590999961
,35850,0.59740001
,35900,0.602400005
,35950,0.603100002
,36000,0.5995
,36050,0.602199972
,36100,0.603999972
,36150,0.589999974
,36200,0.59829998
,36250,0.603999972
,36300,0.594599962
,36350,0.586600006
,36400,0.600099981
,36450,0.539600015
,36500,0.590200007
,36550,0.594799995
,36600,0.549499989
,36650,0.58099997
,36700,0.589999974
,36750,0.558699965
,36800,0.592199981
,36850,0.587599993
,36900,0.597799957
,36950,0.587799966
,37000,0.603399992
,37050,0.598800004
,37100,0.595699966
,37150,0.604600012
,37200,0.600899994
,37250,0.598899961
,37300,0.605699956
,37350,0.603899956
,37400,0.602199972
,37450,0.60710001
,37500,0.602400005
,37550,0.598800004
,37600,0.605799973
,37650,0.589999974
,37700,0.590999961
,37750,0.605099976
,37800,0.591799974
,37850,0.602199972
,37900,0.606400013
,37950,0.605799973
,38000,0.604600012
,38050,0.604099989
,38100,0.605499983
,38150,0.600399971
,38200,0.60710001
,38250,0.573700011
,38300,0.596499979
,38350,0.606000006
,38400,0.575500011
,38450,0.595499992
,38500,0.604600012
,38550,0.56400001
,38600,0.58950001
,38650,0.602800012
,38700,0.569499969
,38750,0.5995
,38800,0.606999993
,38850,0.596899986
,38900,0.603199959
,38950,0.605699956
,39000,0.598199964
,39050,0.600600004
,39100,0.60589999
,39150,0.57159996
,39200,0.58829999
,39250,0.604299963
,39300,0.549799979
,39350,0.594799995
,39400,0.606700003
,39450,0.58919996
,39500,0.603599966
,39550,0.605699956
,39600,0.596899986
,39650,0.597799957
,39700,0.6074
,39750,0.600099981
,39800,0.608299971
,39850,0.606999993
,39900,0.598100007
,39950,0.606400013
,40000,0.608299971
,40050,0.592199981
,40100,0.60679996
,40150,0.605799973
,40200,0.601099968
,40250,0.59920001
,40300,0.604799986
,40350,0.600600004
,40400,0.606000006
,40450,0.606899977
,40500,0.602400005
,40550,0.607299984
,40600,0.603899956
,40650,0.605300009
,40700,0.606400013
,40750,0.609600008
,40800,0.60649997
,40850,0.607499957
,40900,0.604799986
,40950,0.601999998
,41000,0.604600012
,41050,0.603399992
,41100,0.604900002
,41150,0.605499983
,41200,0.605499983
,41250,0.604499996
,41300,0.603799999
,41350,0.606899977
,41400,0.601799965
,41450,0.601899981
,41500,0.60589999
,41550,0.604900002
,41600,0.604399979
,41650,0.606400013
,41700,0.605699956
,41750,0.603999972
,41800,0.605099976
,41850,0.604099989
,41900,0.603999972
,41950,0.609600008
,42000,0.60710001
,42050,0.606899977
,42100,0.603799999
,42150,0.601099968
,42200,0.606599987
,42250,0.601899981
,42300,0.603500009
,42350,0.602800012
,42400,0.602599978
,42450,0.608500004
,42500,0.603799999
,42550,0.604200006
,42600,0.600799978
,42650,0.607800007
,42700,0.606099963
,42750,0.598899961
,42800,0.604999959
,42850,0.605099976
,42900,0.608500004
,42950,0.604600012
,43000,0.60589999
,43050,0.603899956
,43100,0.603500009
,43150,0.60799998
,43200,0.600199997
,43250,0.604200006
,43300,0.606299996
,43350,0.602699995
,43400,0.607899964
,43450,0.604099989
,43500,0.60710001
,43550,0.606599987
,43600,0.60799998
,43650,0.602999985
,43700,0.604999959
,43750,0.606400013
,43800,0.604499996
,43850,0.604999959
,43900,0.606899977
,43950,0.606899977
,44000,0.605499983
,44050,0.605499983
,44100,0.602400005
,44150,0.605699956
,44200,0.603999972
,44250,0.604299963
,44300,0.60619998
,44350,0.607599974
,44400,0.603699982
,44450,0.604399979
,44500,0.603999972
,44550,0.604099989
,44600,0.602199972
,44650,0.605499983
,44700,0.60649997
,44750,0.602999985
,44800,0.604099989
,44850,0.60679996
,44900,0.608200014
,44950,0.60589999
,45000,0.605599999
,45050,0.605300009
,45100,0.608799994
,45150,0.604399979
,45200,0.603799999
,45250,0.603999972
,45300,0.605099976
,45350,0.602899969
,45400,0.605199993
,45450,0.604399979
,45500,0.606299996
,45550,0.606099963
,45600,0.601599991
,45650,0.606099963
,45700,0.605599999
,45750,0.602400005
,45800,0.606899977
,45850,0.604200006
,45900,0.603899956
,45950,0.603799999
,46000,0.603999972
,46050,0.604200006
,46100,0.605699956
,46150,0.605199993
,46200,0.603500009
,46250,0.608500004
,46300,0.60679996
,46350,0.605399966
,46400,0.604200006
,46450,0.606099963
,46500,0.602899969
,46550,0.605300009
,46600,0.605699956
,46650,0.605199993
,46700,0.604699969
,46750,0.609200001
,46800,0.604799986
,46850,0.603899956
,46900,0.603299975
,46950,0.604999959
,47000,0.604099989
,47050,0.60679996
,47100,0.604200006
,47150,0.606299996
,47200,0.60589999
,47250,0.60589999
,47300,0.605199993
,47350,0.605799973
,47400,0.602599978
,47450,0.606700003
,47500,0.603500009
,47550,0.602499962
,47600,0.605399966
,47650,0.603899956
,47700,0.604299963
,47750,0.603799999
,47800,0.60619998
,47850,0.602699995
,47900,0.603799999
,47950,0.603199959
,48000,0.604099989
,48050,0.603799999
,48100,0.604900002
,48150,0.604099989
,48200,0.604499996
,48250,0.603999972
,48300,0.603199959
,48350,0.606299996
,48400,0.606099963
,48450,0.603899956
,48500,0.602999985
,48550,0.602999985
,48600,0.604499996
,48650,0.601899981
,48700,0.605399966
,48750,0.602699995
,48800,0.603999972
,48850,0.604699969
,48900,0.604900002
,48950,0.603299975
,49000,0.602599978
,49050,0.604699969
,49100,0.604200006
,49150,0.602800012
,49200,0.604499996
,49250,0.603399992
,49300,0.603699982
,49350,0.603599966
,49400,0.606000006
,49450,0.603799999
,49500,0.603899956
,49550,0.602499962
,49600,0.601799965
,49650,0.602699995
,49700,0.604200006
,49750,0.605300009
,49800,0.603799999
,49850,0.606000006
,49900,0.603399992
,49950,0.600199997
,50000,0.604299963
,50050,0.604600012
,50100,0.603500009
,50150,0.604299963
,50200,0.604399979
,50250,0.600600004
,50300,0.602899969
,50350,0.604900002
,50400,0.603699982
,50450,0.603899956
,50500,0.602099955
,50550,0.602800012
,50600,0.602899969
,50650,0.605199993
,50700,0.602199972
,50750,0.601000011
,50800,0.603799999
,50850,0.603399992
,50900,0.602899969
,50950,0.603999972
,51000,0.605499983
,51050,0.605599999
,51100,0.602999985
,51150,0.605300009
,51200,0.602999985
,51250,0.604099989
,51300,0.602999985
,51350,0.603199959
,51400,0.603799999
,51450,0.602099955
,51500,0.602400005
,51550,0.603500009
,51600,0.603699982
,51650,0.602299988
,51700,0.603599966
,51750,0.604200006
,51800,0.601899981
,51850,0.605199993
,51900,0.602899969
,51950,0.602599978
,52000,0.601499975
,52050,0.603199959
,52100,0.604200006
,52150,0.603100002
,52200,0.604399979
,52250,0.600899994
,52300,0.603299975
,52350,0.603999972
,52400,0.602099955
,52450,0.604299963
,52500,0.604099989
,52550,0.603199959
,52600,0.603999972
,52650,0.602899969
,52700,0.603999972
,52750,0.604999959
,52800,0.601199985
,52850,0.603599966
,52900,0.604200006
,52950,0.603399992
,53000,0.603199959
,53050,0.602999985
,53100,0.602699995
,53150,0.602599978
,53200,0.604099989
,53250,0.603599966
,53300,0.602099955
,53350,0.601999998
,53400,0.602099955
,53450,0.603100002
,53500,0.603399992
